state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
ME,2020-11-23,"1,843",65.12,"2,830",146,5.14,221,69.28,319
MI,2020-11-23,"16,576",77.12,"21,493","4,159",19.35,"2,187",81.97,"2,668"
MN,2020-11-23,"7,442",73.08,"10,184","2,032",19.95,783,78.46,998
MS,2020-11-23,"4,970",62.03,"8,013",992,12.37,657,78.03,842
MT,2020-11-23,"1,800",63.09,"2,853",452,15.84,150,66.96,224
ND,2020-11-23,"1,498",74.31,"2,016",474,23.49,124,92.91,134
NJ,2020-11-23,"14,100",72.95,"19,329","2,901",15.01,"1,483",65.91,"2,250"
NV,2020-11-23,"5,775",78.49,"7,358","1,400",19.46,735,82.31,893
NY,2020-11-23,"33,093",71.04,"46,582","3,696",7.93,"3,321",57.36,"5,790"
OK,2020-11-23,"6,394",68.98,"9,269","1,498",16.4,899,88.05,"1,021"
PA,2020-11-23,"23,222",72.83,"31,884","4,681",14.86,"3,096",79.77,"3,882"
SC,2020-11-23,"7,333",75.64,"9,695",848,8.75,916,72.8,"1,259"
TN,2020-11-23,"12,108",73.7,"16,429","2,278",14.29,"1,842",84.81,"2,172"
UT,2020-11-23,"2,812",53.82,"5,224",574,10.99,440,69.62,632
VA,2020-11-23,"11,046",64.6,"17,100","1,478",8.64,"1,378",67.98,"2,027"
MO,2020-11-23,"10,732",75.84,"14,150","2,696",19.05,"1,515",84.17,"1,800"
NC,2020-11-23,"15,523",72.77,"21,332","1,998",9.46,"1,807",76.76,"2,354"
NE,2020-11-23,"3,274",68.79,"4,760",982,20.98,452,76.09,594
NH,2020-11-23,"1,755",63.36,"2,770",138,4.98,177,62.54,283
NM,2020-11-23,"2,505",66.76,"3,752",788,21.0,365,93.11,392
OH,2020-11-23,"19,280",66.72,"28,897","4,753",16.48,"2,925",73.38,"3,986"
OR,2020-11-23,"4,646",70.24,"6,614",553,8.36,498,64.51,772
RI,2020-11-23,"1,696",87.99,"1,927",335,17.38,136,86.08,158
SD,2020-11-23,"1,506",64.28,"2,343",549,23.43,175,83.73,209
TX,2020-11-23,"47,753",73.67,"64,850","8,881",13.72,"6,001",86.69,"6,922"
VT,2020-11-23,628,52.51,"1,196",25,2.09,57,54.81,104
WA,2020-11-23,"8,043",66.21,"12,177",910,7.47,858,68.59,"1,251"
WI,2020-11-23,"7,974",65.09,"12,251","2,218",18.51,"1,029",64.47,"1,596"
WV,2020-11-23,"3,565",70.29,"5,072",532,10.49,488,78.71,620
WY,2020-11-23,616,45.45,"1,356",231,17.17,57,47.9,119
CW,2020-11-24,"512,349",72.77,"704,194","94,526",13.48,"64,536",76.01,"84,906"
AZ,2020-11-24,"10,116",74.09,"13,654","2,237",16.41,"1,314",65.67,"2,001"
CT,2020-11-24,"6,053",74.03,"8,176","1,177",14.4,623,59.05,"1,055"
DC,2020-11-24,"2,321",79.73,"2,911",234,8.04,263,80.43,327
ID,2020-11-24,"1,882",60.77,"3,097",449,14.5,208,72.73,286
IN,2020-11-24,"11,176",67.98,"16,441","3,340",20.31,"1,711",78.49,"2,180"
LA,2020-11-24,"8,506",67.11,"12,675",960,7.71,"1,309",72.72,"1,800"
MD,2020-11-24,"7,975",82.47,"9,670","1,742",18.01,"1,044",80.64,"1,294"
AK,2020-11-24,916,63.74,"1,437",143,9.95,87,69.6,125
AL,2020-11-24,"10,530",74.36,"14,162","1,530",10.8,"1,312",87.0,"1,508"
AR,2020-11-24,"5,255",70.61,"7,442","1,056",14.19,782,80.37,973
CA,2020-11-24,"45,189",72.5,"62,403","6,929",11.1,"5,504",74.77,"7,361"
CO,2020-11-24,"6,767",66.7,"10,146","1,716",16.91,"1,064",71.94,"1,479"
DE,2020-11-24,"1,833",72.59,"2,525",232,9.19,155,89.08,174
FL,2020-11-24,"39,728",77.43,"51,305","4,553",9.04,"4,984",79.6,"6,262"
GA,2020-11-24,"14,651",77.63,"18,872","2,288",12.12,"2,175",82.45,"2,638"
HI,2020-11-24,"1,716",68.22,"2,516",75,2.98,132,61.68,214
IA,2020-11-24,"5,131",64.23,"7,988","1,306",16.56,565,81.18,696
IL,2020-11-24,"20,362",69.44,"29,325","6,248",21.31,"2,516",68.76,"3,660"
KS,2020-11-24,"4,602",61.39,"7,496","1,196",15.96,627,78.38,800
KY,2020-11-24,"8,504",71.65,"11,868","1,761",14.84,"1,199",73.24,"1,637"
MA,2020-11-24,"11,562",66.19,"17,469",932,5.34,998,51.95,"1,920"
ME,2020-11-24,"1,920",67.37,"2,850",149,5.23,233,72.59,321
MI,2020-11-24,"17,228",79.54,"21,658","4,156",19.19,"2,250",84.02,"2,678"
MN,2020-11-24,"7,696",74.67,"10,308","2,042",19.81,821,80.81,"1,016"
MS,2020-11-24,"5,145",63.76,"8,069",994,12.32,681,79.84,853
MT,2020-11-24,"1,883",65.75,"2,864",475,16.59,161,68.8,234
ND,2020-11-24,"1,536",75.63,"2,031",454,22.35,124,89.21,139
NJ,2020-11-24,"14,638",75.49,"19,391","3,002",15.48,"1,540",67.87,"2,269"
NV,2020-11-24,"5,874",79.95,"7,347","1,418",19.73,741,84.2,880
NY,2020-11-24,"33,904",72.89,"46,517","3,918",8.42,"3,436",59.35,"5,789"
OK,2020-11-24,"6,763",72.56,"9,321","1,528",16.62,904,88.28,"1,024"
PA,2020-11-24,"24,295",75.92,"31,999","4,967",15.71,"3,238",82.75,"3,913"
SC,2020-11-24,"7,650",78.57,"9,736",881,9.05,963,76.31,"1,262"
TN,2020-11-24,"12,421",75.39,"16,475","2,287",14.31,"1,890",86.14,"2,194"
UT,2020-11-24,"2,980",57.06,"5,223",564,10.8,459,70.94,647
VA,2020-11-24,"11,612",68.09,"17,053","1,496",8.77,"1,421",70.17,"2,025"
MO,2020-11-24,"11,147",77.29,"14,422","2,700",18.72,"1,556",84.57,"1,840"
NC,2020-11-24,"16,081",75.17,"21,393","2,049",9.64,"1,888",80.2,"2,354"
NE,2020-11-24,"3,313",69.81,"4,746",963,20.63,442,77.59,569
NH,2020-11-24,"1,867",67.4,"2,770",146,5.27,176,62.19,283
NM,2020-11-24,"2,582",71.96,"3,588",800,22.28,372,94.42,394
OH,2020-11-24,"20,199",69.98,"28,866","4,816",16.72,"3,049",76.92,"3,964"
OR,2020-11-24,"4,776",72.9,"6,551",570,8.7,521,67.31,774
RI,2020-11-24,"1,783",90.37,"1,973",369,18.7,149,91.98,162
SD,2020-11-24,"1,531",65.12,"2,351",546,23.22,172,81.52,211
TX,2020-11-24,"46,965",74.68,"62,912","9,125",14.53,"6,189",87.94,"7,038"
VT,2020-11-24,659,55.1,"1,196",25,2.09,55,52.88,104
WA,2020-11-24,"8,390",68.53,"12,272",970,7.9,908,73.17,"1,241"
WI,2020-11-24,"8,257",67.39,"12,253","2,198",18.34,"1,074",67.14,"1,599"
WV,2020-11-24,"3,852",75.18,"5,124",574,11.21,491,79.19,620
WY,2020-11-24,627,46.24,"1,356",240,17.83,61,51.26,119
CW,2020-11-25,"511,398",72.52,"705,327","94,711",13.49,"64,321",75.7,"84,972"
AZ,2020-11-25,"10,227",74.66,"13,698","2,309",16.87,"1,301",65.38,"1,990"
CT,2020-11-25,"6,050",73.73,"8,206","1,204",14.67,621,58.86,"1,055"
DC,2020-11-25,"2,353",79.93,"2,944",238,8.08,279,83.28,335
ID,2020-11-25,"1,837",59.18,"3,104",457,14.72,216,76.33,283
IN,2020-11-25,"11,206",68.29,"16,411","3,346",20.39,"1,696",78.41,"2,163"
LA,2020-11-25,"8,524",67.23,"12,678",978,7.86,"1,269",71.25,"1,781"
MD,2020-11-25,"8,006",82.91,"9,656","1,750",18.12,"1,040",80.5,"1,292"
AK,2020-11-25,921,63.91,"1,441",156,10.83,87,69.05,126
AL,2020-11-25,"10,471",73.88,"14,173","1,593",11.24,"1,296",85.94,"1,508"
AR,2020-11-25,"5,260",70.87,"7,422","1,029",13.86,776,79.97,971
CA,2020-11-25,"45,436",72.92,"62,390","7,183",11.51,"5,510",75.08,"7,338"
CO,2020-11-25,"6,792",66.84,"10,163","1,772",17.44,"1,039",72.35,"1,436"
DE,2020-11-25,"1,787",70.77,"2,525",234,9.27,152,87.36,174
FL,2020-11-25,"39,230",76.45,"51,316","4,448",8.83,"4,969",79.17,"6,276"
GA,2020-11-25,"14,720",77.83,"18,913","2,256",11.93,"2,196",83.35,"2,634"
HI,2020-11-25,"1,667",66.36,"2,512",61,2.43,124,57.94,214
IA,2020-11-25,"5,117",64.16,"7,975","1,260",16.01,537,76.82,699
IL,2020-11-25,"20,218",68.96,"29,321","6,231",21.25,"2,500",68.27,"3,661"
KS,2020-11-25,"4,460",59.53,"7,492","1,158",15.45,624,78.1,799
KY,2020-11-25,"8,529",71.88,"11,865","1,773",14.94,"1,200",76.87,"1,561"
MA,2020-11-25,"11,662",66.75,"17,471",956,5.47,"1,023",53.14,"1,925"
ME,2020-11-25,"1,894",66.57,"2,845",140,4.92,227,70.72,321
MI,2020-11-25,"17,053",78.78,"21,648","4,147",19.16,"2,252",83.72,"2,690"
MN,2020-11-25,"7,569",75.82,"9,983","1,980",19.83,828,84.4,981
MS,2020-11-25,"5,143",63.91,"8,047",993,12.34,644,76.76,839
MT,2020-11-25,"1,897",66.28,"2,862",492,17.21,166,70.7,236
ND,2020-11-25,"1,546",76.16,"2,030",462,22.76,136,94.44,144
NJ,2020-11-25,"14,681",75.68,"19,399","2,952",15.22,"1,492",65.67,"2,272"
NV,2020-11-25,"5,790",78.53,"7,373","1,460",20.24,718,81.68,879
NY,2020-11-25,"33,532",71.16,"47,121","3,933",8.35,"3,441",58.02,"5,931"
OK,2020-11-25,"6,748",72.58,"9,296","1,558",17.01,896,87.21,"1,028"
PA,2020-11-25,"24,127",75.64,"31,898","4,946",15.7,"3,238",82.37,"3,931"
SC,2020-11-25,"7,574",78.07,"9,702",844,8.7,942,74.88,"1,258"
TN,2020-11-25,"12,288",74.89,"16,409","2,290",14.37,"1,857",85.3,"2,177"
UT,2020-11-25,"3,038",58.19,"5,221",571,10.94,478,73.77,648
VA,2020-11-25,"11,446",66.97,"17,090","1,518",8.88,"1,381",68.43,"2,018"
MO,2020-11-25,"11,237",78.57,"14,302","2,733",19.11,"1,582",86.35,"1,832"
NC,2020-11-25,"15,815",73.72,"21,454","2,040",9.57,"1,863",79.21,"2,352"
NE,2020-11-25,"3,343",70.4,"4,749",946,20.25,431,75.61,570
NH,2020-11-25,"1,891",68.22,"2,772",149,5.38,176,62.41,282
NM,2020-11-25,"2,684",72.3,"3,713",791,21.3,395,99.5,397
OH,2020-11-25,"20,266",69.85,"29,013","4,836",16.7,"3,012",75.15,"4,008"
OR,2020-11-25,"4,934",74.84,"6,593",590,8.95,530,66.77,793
RI,2020-11-25,"1,808",89.82,"2,013",368,18.28,145,91.77,158
SD,2020-11-25,"1,552",66.33,"2,339",536,22.92,187,84.23,222
TX,2020-11-25,"47,290",74.47,"63,530","9,149",14.42,"6,252",88.27,"7,083"
VT,2020-11-25,644,54.53,"1,181",25,2.12,55,52.88,104
WA,2020-11-25,"8,368",68.19,"12,303",935,7.6,914,72.31,"1,264"
WI,2020-11-25,"8,273",67.27,"12,298","2,114",17.57,"1,075",67.44,"1,594"
WV,2020-11-25,"3,859",75.5,"5,111",579,11.33,489,78.87,620
WY,2020-11-25,632,46.61,"1,356",243,18.05,64,53.78,119
CW,2020-11-26,"483,045",68.83,"701,899","93,515",13.38,"62,998",74.39,"84,688"
AZ,2020-11-26,"9,677",70.95,"13,639","2,371",17.4,"1,278",63.77,"2,004"
CT,2020-11-26,"5,684",69.53,"8,175","1,196",14.63,604,57.25,"1,055"
DC,2020-11-26,"2,192",76.16,"2,878",234,8.13,265,79.34,334
ID,2020-11-26,"1,748",56.41,"3,099",428,13.81,209,74.11,282
IN,2020-11-26,"10,553",64.44,"16,376","3,248",19.83,"1,660",76.62,"2,166"
LA,2020-11-26,"8,036",64.09,"12,538",970,7.88,"1,262",71.58,"1,763"
MD,2020-11-26,"7,653",79.74,"9,598","1,755",18.29,"1,008",79.0,"1,276"
AK,2020-11-26,905,62.89,"1,439",159,11.05,99,76.74,129
AL,2020-11-26,"9,680",68.51,"14,131","1,541",10.91,"1,264",84.32,"1,499"
AR,2020-11-26,"4,818",66.2,"7,278","1,005",13.81,779,80.89,963
CA,2020-11-26,"43,902",70.69,"62,186","7,373",11.86,"5,569",76.12,"7,316"
CO,2020-11-26,"6,540",64.49,"10,140","1,737",17.13,987,68.59,"1,439"
DE,2020-11-26,"1,672",66.93,"2,498",239,9.57,149,85.63,174
FL,2020-11-26,"36,517",71.75,"50,893","4,349",8.71,"4,810",77.66,"6,194"
GA,2020-11-26,"13,713",72.86,"18,821","2,245",11.93,"2,176",82.64,"2,633"
HI,2020-11-26,"1,639",65.14,"2,516",70,2.78,132,60.27,219
IA,2020-11-26,"4,802",60.21,"7,976","1,211",15.38,504,72.73,693
IL,2020-11-26,"19,225",65.69,"29,266","6,005",20.52,"2,444",66.68,"3,665"
KS,2020-11-26,"4,276",57.15,"7,482","1,204",16.1,629,79.32,793
KY,2020-11-26,"8,219",68.53,"11,993","1,737",14.48,"1,178",75.51,"1,560"
MA,2020-11-26,"11,048",63.32,"17,448",957,5.48,971,50.49,"1,923"
ME,2020-11-26,"1,831",64.18,"2,853",148,5.19,222,70.25,316
MI,2020-11-26,"16,069",74.61,"21,537","4,065",18.88,"2,231",82.66,"2,699"
MN,2020-11-26,"7,168",73.28,"9,782","1,986",20.3,816,84.82,962
MS,2020-11-26,"4,736",59.69,"7,934",987,12.44,657,77.29,850
MT,2020-11-26,"1,816",63.44,"2,863",480,16.75,166,69.75,238
ND,2020-11-26,"1,449",74.04,"1,957",457,23.35,129,90.21,143
NJ,2020-11-26,"13,659",70.94,"19,255","2,959",15.37,"1,504",66.43,"2,264"
NV,2020-11-26,"5,627",76.25,"7,380","1,471",20.38,701,80.3,873
NY,2020-11-26,"31,354",66.93,"46,843","3,936",8.4,"3,328",56.13,"5,929"
OK,2020-11-26,"6,354",68.51,"9,275","1,532",16.77,855,83.33,"1,026"
PA,2020-11-26,"22,872",71.65,"31,921","4,896",15.53,"3,143",81.04,"3,879"
SC,2020-11-26,"7,115",73.38,"9,696",859,8.86,924,73.22,"1,262"
TN,2020-11-26,"11,759",71.96,"16,342","2,301",14.5,"1,795",83.02,"2,162"
UT,2020-11-26,"2,764",52.97,"5,219",564,10.81,454,69.42,654
VA,2020-11-26,"10,665",62.42,"17,086","1,520",8.9,"1,341",66.35,"2,021"
MO,2020-11-26,"10,567",74.09,"14,262","2,601",18.24,"1,504",84.71,"1,776"
NC,2020-11-26,"15,018",70.38,"21,339","2,032",9.58,"1,799",76.52,"2,351"
NE,2020-11-26,"3,146",66.92,"4,701",950,20.57,437,76.94,568
NH,2020-11-26,"1,830",66.04,"2,771",142,5.12,163,57.8,282
NM,2020-11-26,"2,668",72.4,"3,685",803,21.78,390,99.24,393
OH,2020-11-26,"18,924",65.34,"28,962","4,726",16.35,"2,945",73.51,"4,006"
OR,2020-11-26,"4,836",73.47,"6,582",596,9.05,511,64.36,794
RI,2020-11-26,"1,749",85.28,"2,051",379,18.48,143,89.94,159
SD,2020-11-26,"1,418",60.7,"2,336",488,20.89,164,79.23,207
TX,2020-11-26,"44,402",70.82,"62,727","8,831",14.1,"6,170",86.92,"7,098"
VT,2020-11-26,605,51.53,"1,174",19,1.62,54,51.92,104
WA,2020-11-26,"7,997",65.16,"12,302",936,7.61,893,70.7,"1,263"
WI,2020-11-26,"7,882",64.14,"12,289","2,016",16.78,"1,043",65.6,"1,590"
WV,2020-11-26,"3,635",71.99,"5,049",565,11.19,479,77.26,620
WY,2020-11-26,632,46.57,"1,356",236,17.5,60,50.42,119
CW,2020-11-27,"469,212",67.32,"697,327","94,724",13.65,"61,527",72.88,"84,315"
AK,2020-11-27,865,59.9,"1,444",154,10.66,86,69.35,124
AL,2020-11-27,"9,372",66.96,"13,996","1,627",11.62,"1,241",83.34,"1,489"
AR,2020-11-27,"4,703",65.15,"7,219","1,000",13.85,763,78.1,977
AZ,2020-11-27,"8,734",65.04,"13,428","2,407",17.95,"1,091",55.02,"1,983"
CA,2020-11-27,"42,548",68.93,"61,802","7,688",12.46,"5,413",74.53,"7,263"
CT,2020-11-27,"5,652",69.14,"8,175","1,238",15.14,594,56.3,"1,055"
DC,2020-11-27,"2,179",77.13,"2,825",231,8.18,268,80.72,332
DE,2020-11-27,"1,616",65.24,"2,477",243,9.81,139,79.89,174
FL,2020-11-27,"35,464",69.73,"50,856","4,373",8.76,"4,709",76.15,"6,184"
GA,2020-11-27,"13,374",71.18,"18,789","2,270",12.08,"2,148",81.77,"2,627"
HI,2020-11-27,"1,626",64.83,"2,508",64,2.55,132,60.0,220
IA,2020-11-27,"4,577",57.29,"7,989","1,199",15.21,502,72.33,694
ID,2020-11-27,"1,714",55.27,"3,101",432,13.93,216,73.47,294
IL,2020-11-27,"18,678",64.29,"29,053","5,867",20.19,"2,430",66.67,"3,645"
IN,2020-11-27,"10,242",62.49,"16,390","3,345",20.41,"1,626",74.97,"2,169"
KS,2020-11-27,"4,181",56.39,"7,414","1,205",16.25,603,76.52,788
KY,2020-11-27,"7,831",65.98,"11,868","1,742",14.68,"1,152",73.85,"1,560"
LA,2020-11-27,"7,954",63.57,"12,513",992,8.07,"1,251",70.88,"1,765"
MA,2020-11-27,"10,745",61.6,"17,442",995,5.7,959,49.87,"1,923"
MD,2020-11-27,"7,509",79.4,"9,457","1,767",18.68,986,77.7,"1,269"
ME,2020-11-27,"1,746",61.24,"2,851",155,5.44,212,66.46,319
MI,2020-11-27,"15,640",73.47,"21,287","4,145",19.47,"2,132",79.43,"2,684"
CO,2020-11-27,"6,286",62.05,"10,130","1,780",17.57,972,66.12,"1,470"
MN,2020-11-27,"7,058",72.68,"9,711","1,997",20.56,782,81.37,961
MO,2020-11-27,"10,120",71.8,"14,094","2,530",17.95,"1,512",84.66,"1,786"
MS,2020-11-27,"4,549",57.31,"7,937",996,12.55,646,75.47,856
MT,2020-11-27,"1,776",62.14,"2,858",476,16.66,161,67.93,237
NC,2020-11-27,"14,715",69.15,"21,280","2,020",9.55,"1,783",75.81,"2,352"
ND,2020-11-27,"1,396",72.48,"1,926",440,22.85,126,91.97,137
NE,2020-11-27,"3,085",66.26,"4,656",945,20.65,401,69.74,575
NH,2020-11-27,"1,720",62.09,"2,770",142,5.13,168,59.57,282
NJ,2020-11-27,"13,346",69.44,"19,220","2,959",15.4,"1,461",64.5,"2,265"
NM,2020-11-27,"2,640",71.53,"3,691",818,22.16,394,99.24,397
NV,2020-11-27,"5,491",74.48,"7,372","1,476",20.48,717,81.2,883
NY,2020-11-27,"30,751",66.09,"46,528","4,005",8.61,"3,228",54.78,"5,893"
OH,2020-11-27,"18,538",64.23,"28,861","4,863",16.88,"2,891",72.33,"3,997"
OK,2020-11-27,"6,106",66.52,"9,179","1,526",16.88,845,82.92,"1,019"
OR,2020-11-27,"4,542",69.06,"6,577",611,9.29,484,61.89,782
PA,2020-11-27,"22,541",70.76,"31,857","5,024",15.96,"3,114",80.32,"3,877"
RI,2020-11-27,"1,672",87.13,"1,919",396,20.64,141,87.58,161
SC,2020-11-27,"6,954",72.0,"9,658",853,8.83,893,70.76,"1,262"
SD,2020-11-27,"1,448",61.75,"2,345",501,21.36,169,83.25,203
TN,2020-11-27,"11,591",70.79,"16,373","2,355",14.82,"1,800",79.05,"2,167"
TX,2020-11-27,"42,791",70.12,"61,249","8,948",14.63,"5,982",87.19,"6,871"
UT,2020-11-27,"2,624",50.28,"5,219",552,10.58,425,65.59,648
VA,2020-11-27,"10,495",61.48,"17,071","1,546",9.06,"1,328",65.61,"2,024"
VT,2020-11-27,585,49.83,"1,174",22,1.87,53,50.96,104
WA,2020-11-27,"7,752",63.71,"12,197",941,7.72,860,68.47,"1,256"
WV,2020-11-27,"3,415",68.19,"5,008",591,11.8,470,77.05,610
WI,2020-11-27,"7,683",62.84,"12,227","2,043",17.09,"1,010",63.64,"1,587"
WY,2020-11-27,592,43.66,"1,356",229,17.01,58,50.43,115
CW,2020-11-28,"471,802",67.88,"695,388","96,747",13.98,"62,014",73.14,"84,794"
AL,2020-11-28,"9,413",67.26,"13,994","1,687",12.06,"1,263",84.82,"1,489"
AZ,2020-11-28,"9,388",70.16,"13,380","2,494",18.66,"1,287",64.8,"1,986"
CA,2020-11-28,"42,924",69.61,"61,737","8,183",13.27,"5,456",75.27,"7,249"
CT,2020-11-28,"5,706",69.88,"8,165","1,256",15.38,594,56.3,"1,055"
DC,2020-11-28,"2,196",78.04,"2,814",224,7.96,251,75.83,331
DE,2020-11-28,"1,610",65.1,"2,473",243,9.83,145,83.33,174
GA,2020-11-28,"13,596",72.28,"18,810","2,342",12.45,"2,111",80.51,"2,622"
ID,2020-11-28,"1,699",55.02,"3,088",436,14.12,218,76.76,284
IN,2020-11-28,"10,258",62.56,"16,398","3,340",20.37,"1,616",74.54,"2,168"
KS,2020-11-28,"4,262",57.53,"7,408","1,206",16.28,598,76.37,783
LA,2020-11-28,"7,944",63.59,"12,493","1,046",8.53,"1,240",70.33,"1,763"
MD,2020-11-28,"7,529",78.79,"9,556","1,807",18.91,993,77.64,"1,279"
MI,2020-11-28,"14,953",75.17,"19,893","4,116",20.69,"2,075",75.73,"2,740"
AK,2020-11-28,872,60.43,"1,443",158,10.95,93,76.23,122
AR,2020-11-28,"4,787",65.51,"7,307",998,13.66,768,78.05,984
CO,2020-11-28,"6,533",64.31,"10,158","1,808",17.8,977,66.69,"1,465"
FL,2020-11-28,"36,122",70.87,"50,969","4,592",9.18,"4,734",75.97,"6,231"
HI,2020-11-28,"1,590",63.6,"2,500",64,2.56,129,58.9,219
IA,2020-11-28,"4,512",56.47,"7,990","1,156",14.66,500,72.25,692
IL,2020-11-28,"18,708",64.36,"29,068","5,809",19.98,"2,383",65.38,"3,645"
KY,2020-11-28,"7,933",66.85,"11,866","1,736",14.63,"1,144",73.33,"1,560"
MA,2020-11-28,"10,695",61.25,"17,461","1,014",5.81,958,49.84,"1,922"
ME,2020-11-28,"1,775",62.54,"2,838",157,5.53,216,69.23,312
MN,2020-11-28,"7,107",72.59,"9,790","2,034",20.78,785,81.26,966
MO,2020-11-28,"9,898",70.95,"13,951","2,555",18.31,"1,526",84.68,"1,802"
MS,2020-11-28,"4,550",57.49,"7,914","1,009",12.75,660,76.74,860
MT,2020-11-28,"1,766",61.9,"2,853",468,16.4,159,67.37,236
NC,2020-11-28,"14,797",69.47,"21,300","2,080",9.83,"1,845",76.18,"2,422"
ND,2020-11-28,"1,469",75.68,"1,941",448,23.08,128,90.14,142
NE,2020-11-28,"3,002",64.71,"4,639",916,20.09,415,71.55,580
NH,2020-11-28,"1,733",62.56,"2,770",152,5.49,170,60.28,282
NJ,2020-11-28,"13,481",70.06,"19,241","3,005",15.62,"1,470",64.9,"2,265"
NM,2020-11-28,"2,695",73.19,"3,682",819,22.24,403,100.5,401
NV,2020-11-28,"5,526",74.99,"7,369","1,522",21.12,711,79.62,893
NY,2020-11-28,"30,956",66.13,"46,812","4,157",8.88,"3,224",54.37,"5,930"
OK,2020-11-28,"6,020",65.55,"9,184","1,546",17.1,873,84.27,"1,036"
PA,2020-11-28,"22,811",71.51,"31,900","5,258",16.69,"3,155",81.36,"3,878"
SC,2020-11-28,"6,890",72.12,"9,554",905,9.47,903,71.67,"1,260"
SD,2020-11-28,"1,413",59.65,"2,369",509,21.49,166,81.37,204
TN,2020-11-28,"11,537",70.41,"16,385","2,325",14.62,"1,776",81.96,"2,167"
UT,2020-11-28,"2,563",49.11,"5,219",529,10.14,432,68.46,631
VA,2020-11-28,"10,553",61.84,"17,066","1,591",9.32,"1,305",64.7,"2,017"
VT,2020-11-28,582,49.79,"1,169",20,1.71,60,57.69,104
OH,2020-11-28,"18,877",65.11,"28,993","5,051",17.46,"2,940",73.26,"4,013"
OR,2020-11-28,"4,489",68.56,"6,548",614,9.38,488,61.23,797
RI,2020-11-28,"1,681",86.56,"1,942",418,21.52,138,89.61,154
TX,2020-11-28,"42,788",71.41,"60,147","9,118",15.18,"6,056",85.36,"7,105"
WA,2020-11-28,"7,760",64.21,"12,115",955,7.88,881,70.37,"1,252"
WI,2020-11-28,"7,768",62.9,"12,350","2,024",16.75,"1,056",66.29,"1,593"
WV,2020-11-28,"3,510",69.92,"5,020",616,12.27,480,78.69,610
WY,2020-11-28,575,42.4,"1,356",231,17.16,60,50.42,119
CW,2020-11-29,"476,351",68.48,"695,907","99,227",14.32,"62,181",73.61,"84,482"
CT,2020-11-29,"5,704",69.76,"8,177","1,276",15.6,610,57.82,"1,055"
DC,2020-11-29,"2,191",77.75,"2,818",214,7.59,243,72.75,334
ID,2020-11-29,"1,707",55.58,"3,071",439,14.3,216,75.79,285
IN,2020-11-29,"10,425",63.52,"16,411","3,366",20.51,"1,622",75.48,"2,149"
KS,2020-11-29,"4,278",57.82,"7,399","1,171",15.83,580,74.84,775
LA,2020-11-29,"8,046",64.31,"12,511","1,081",8.8,"1,275",71.95,"1,772"
MD,2020-11-29,"7,581",78.81,"9,619","1,841",19.14,981,77.06,"1,273"
AK,2020-11-29,870,60.42,"1,440",161,11.18,93,75.0,124
AL,2020-11-29,"9,520",67.99,"14,003","1,738",12.41,"1,262",84.58,"1,492"
AR,2020-11-29,"4,905",67.02,"7,319","1,040",14.21,793,80.18,989
AZ,2020-11-29,"9,469",70.86,"13,363","2,561",19.19,"1,293",65.67,"1,969"
CA,2020-11-29,"43,260",70.25,"61,657","8,553",13.89,"5,455",74.75,"7,298"
CO,2020-11-29,"6,533",64.37,"10,149","1,840",18.13,987,68.16,"1,448"
DE,2020-11-29,"1,637",66.3,"2,469",289,11.71,145,83.33,174
FL,2020-11-29,"36,805",72.23,"50,953","4,671",9.34,"4,672",75.29,"6,205"
GA,2020-11-29,"13,893",73.9,"18,801","2,493",13.26,"2,174",82.41,"2,638"
HI,2020-11-29,"1,607",64.43,"2,494",66,2.65,130,59.91,217
IA,2020-11-29,"4,472",56.04,"7,980","1,148",14.58,493,71.14,693
IL,2020-11-29,"18,752",64.5,"29,072","5,805",19.97,"2,385",65.45,"3,644"
KY,2020-11-29,"8,031",67.68,"11,866","1,763",14.86,"1,144",73.33,"1,560"
MA,2020-11-29,"10,866",62.41,"17,411","1,106",6.35,962,50.05,"1,922"
ME,2020-11-29,"1,778",62.5,"2,845",172,6.05,218,69.87,312
MI,2020-11-29,"14,800",73.68,"20,086","4,061",20.22,"2,077",81.64,"2,544"
MN,2020-11-29,"7,005",71.78,"9,759","2,050",21.01,796,82.83,961
MS,2020-11-29,"4,597",58.11,"7,911","1,050",13.31,653,76.55,853
MT,2020-11-29,"1,757",61.58,"2,853",453,15.88,161,67.65,238
ND,2020-11-29,"1,492",76.04,"1,962",464,23.65,120,92.31,130
NJ,2020-11-29,"13,722",71.22,"19,266","3,157",16.39,"1,499",66.01,"2,271"
NV,2020-11-29,"5,600",75.88,"7,380","1,560",21.62,710,80.68,880
NY,2020-11-29,"31,470",67.24,"46,803","4,303",9.19,"3,212",54.31,"5,914"
OK,2020-11-29,"6,164",67.11,"9,185","1,582",17.49,881,85.45,"1,031"
PA,2020-11-29,"23,170",72.47,"31,972","5,465",17.3,"3,161",81.01,"3,902"
SC,2020-11-29,"7,025",73.48,"9,561",894,9.35,944,74.98,"1,259"
TN,2020-11-29,"11,703",71.44,"16,382","2,462",15.48,"1,814",83.52,"2,172"
